,condition,model_year,make,model,trim_level,list_price,exterior_color,interior_color,fwd_or_awd,hybrid_or_eco,mileage,dealer_address,date_parsed
558,USED,2023,FORD,MAVERICK,XL,39005,Black,Black Onyx,All-wheel Drive,Gasoline,243,"2975 West Washington Street Stephenville, TX 76401",2023-05-12
559,USED,2023,FORD,MAVERICK,XL,34996,Blue,Black Onyx,Front-wheel Drive,Hybrid,488,"2975 West Washington Street Stephenville, TX 76401",2023-05-12
560,CERTIFIED,2022,FORD,MAVERICK,LARIAT,38901,Blue,Desert,All-wheel Drive,Gasoline,36511,"7201 S Interstate 35 Georgetown, TX 78626",2023-05-12
561,USED,2023,FORD,MAVERICK,XL,32495,Shadow Black,Black Onyx,Front-wheel Drive,Gasoline,9859,"8805 N I H 35 Austin, TX 78753",2023-05-12
562,USED,2022,FORD,MAVERICK,FOR,,–,–,All-wheel Drive,Gasoline,0,"11514 Research Blvd Austin, TX 78759",2023-05-12
563,USED,2022,FORD,MAVERICK,XL,29995,Velocity Blue Metallic,Black Onyx,All-wheel Drive,Gasoline,30291,"200 W Huntland Dr Austin, TX 78752",2023-05-12
564,USED,2023,FORD,MAVERICK,XLT,38991,Blue Metallic,Navy Pier,All-wheel Drive,Gasoline,4012,"5600 183A Cedar Park, TX 78641",2023-05-12
565,USED,2022,FORD,MAVERICK,LARIAT,42291,Silver,Desert,All-wheel Drive,Gasoline,3800,"5600 183A Cedar Park, TX 78641",2023-05-12
566,CERTIFIED,2022,FORD,MAVERICK,XLT,38918,Blue,Black Onyx,Front-wheel Drive,Hybrid,11837,"200 E Central Ave Comanche, TX 76442",2023-05-12
567,USED,2022,FORD,MAVERICK,FOR,,Gray,Desert,Front-wheel Drive,Hybrid,7665,"1101 W Central Ave Comanche, TX 76442",2023-05-12
568,CERTIFIED,2022,FORD,MAVERICK,LARIAT,40995,Shadow Black,Desert Brown,All-wheel Drive,Gasoline,2873,"1875 Business IH35 New Braunfels, TX 78130",2023-05-12
569,USED,2023,FORD,MAVERICK,XLT,39998,Gray,Gray,All-wheel Drive,Gasoline,2045,"7306 S. Padre Island Dr. Corpus Christi, TX 78412",2023-05-12
570,USED,2023,FORD,MAVERICK,XL,38340,Oxford White,Black Onyx,All-wheel Drive,Gasoline,2159,"13010 Interstate 35 San Antonio, TX 78233",2023-05-12
571,USED,2022,FORD,MAVERICK,XLT,36991,Velocity Blue Metallic,Navy Pier,Front-wheel Drive,Hybrid,5822,"11910 I/35 Frontage Rd San Antonio, TX 78233",2023-05-12
572,USED,2022,FORD,MAVERICK,LARIAT,39162,Area 51,Desert,All-wheel Drive,Gasoline,12153,"15507 W I-10 San Antonio, TX 78249",2023-05-12
573,USED,2022,FORD,MAVERICK,XL,28495,Oxford White,Black Onyx,Front-wheel Drive,Gasoline,6416,"15423 W I-10 San Antonio, TX 78249",2023-05-12
574,USED,2023,FORD,MAVERICK,XLT,35888,Cactus Gray,Navy Pier/Medium Slate,Front-wheel Drive,Gasoline,40,"7338 W Loop 1604 N San Antonio, TX 78254",2023-05-12
575,USED,2022,FORD,MAVERICK,XLT,33491,Area 51,Navy Pier,All-wheel Drive,Gasoline,18346,"6139 Bandera Rd San Antonio, TX 78238",2023-05-12
576,USED,2023,FORD,MAVERICK,LARIAT,42999,Oxford White,Black Onyx,All-wheel Drive,Gasoline,3302,"7111 NW Loop 410 San Antonio, TX 78238",2023-05-12
577,CERTIFIED,2022,FORD,MAVERICK,LARIAT,42177,Blue,Desert,All-wheel Drive,Gasoline,8289,"7111 NW Loop 410 San Antonio, TX 78238",2023-05-12
578,USED,2023,FORD,MAVERICK,LARIAT,42379,Carbonized Gray Metallic,Desert,All-wheel Drive,Gasoline,2650,"400 Sidney Baker St S Kerrville, TX 78028",2023-05-12
579,CERTIFIED,2022,FORD,MAVERICK,XLT,36448,Shadow Black,Navy Pier,All-wheel Drive,Gasoline,1652,"400 Sidney Baker St S Kerrville, TX 78028",2023-05-12
580,USED,2022,FORD,MAVERICK,XL,33816,Carbonized Gray,Black Onyx,Front-wheel Drive,Gasoline,13749,"203 Bryant Blvd N San Angelo, TX 76903",2023-05-12
581,USED,2022,FORD,MAVERICK,XL,31900,Gray,Blue,Front-wheel Drive,CVT Transmission,2390,"J from Edinburg, TX 78541",2023-05-12
582,CERTIFIED,2022,FORD,MAVERICK,LARIAT,38849,CARBONIZED GREY METALLIC,DESERT BROWN TRIM,–,–,6669,"3010 W University Dr Edinburg, TX 78539",2023-05-12
583,USED,2023,FORD,MAVERICK,XLT,38998,Gray,Gray,FWD,Hybrid,820,"1300 E I-2 Pharr, TX 78577",2023-05-12
584,USED,2022,FORD,MAVERICK,XLT,36998,Blue,Gray,AWD,Gasoline,6362,"1300 E I-2 Pharr, TX 78577",2023-05-12
585,CERTIFIED,2022,FORD,MAVERICK,FOR,,CYBER ORANGE METALLIC TC,NAVY PIER -MED SLATE TRIM,–,–,16649,"805 E Expy 83 Mission, TX 78572",2023-05-12
586,USED,2022,FORD,MAVERICK,FOR,,Gray,Black Onyx,All-wheel Drive,Gasoline,25191,"3301 S Loop 289 Lubbock, TX 79423",2023-05-12
587,USED,2022,FORD,MAVERICK,FOR,,Oxford White,Black Onyx,All-wheel Drive,Gasoline,29796,"3301 S Loop 289 Lubbock, TX 79423",2023-05-12
588,USED,2022,FORD,MAVERICK,XL,34400,Velocity Blue Metallic,Black Onyx,Front-wheel Drive,Hybrid,7165,"3705 W Wall St Midland, TX 79703",2023-05-12
589,USED,2022,FORD,MAVERICK,XLT,35000,Iconic Silver Metallic,Navy Pier,Front-wheel Drive,Hybrid,2569,"4400 Parks Legado Rd Odessa, TX 79765",2023-05-12
590,USED,2023,FORD,MAVERICK,XLT,41000,Cactus Green / Gray,Navy Pier,All-wheel Drive,Gasoline,57,"4400 Parks Legado Rd Odessa, TX 79765",2023-05-12
591,USED,2022,FORD,MAVERICK,LARIAT,,–,–,Front-wheel Drive,Hybrid,1402,"1320 US-385 Andrews, TX 79714",2023-05-12
592,USED,2022,FORD,MAVERICK,XLT,37299,Gray,Navy Pier/Medium Slate,All-wheel Drive,Gasoline,1514,"925 N Powers Blvd Colorado Springs, CO 80915",2023-05-12
593,USED,2022,FORD,MAVERICK,XLT,37599,Blue,Blue,All-wheel Drive,Gasoline,6976,"19201 Lincoln Ave Parker, CO 80138",2023-05-12
594,CERTIFIED,2022,FORD,MAVERICK,FOR,,OXFORD WHITE,NAVY PIER -MED SLATE TRIM,–,–,9399,"1212 Motor City Dr Colorado Springs, CO 80905",2023-05-12
595,CERTIFIED,2022,FORD,MAVERICK,LARIAT,40000,CARBONIZED GREY METALLIC,DESERT BROWN TRIM,–,–,9768,"4471 E Evans Ave Denver, CO 80222",2023-05-12
596,USED,2022,FORD,MAVERICK,LARIAT,38590,Gray,Desert,All-wheel Drive,Gasoline,24313,"5200 S Broadway Englewood, CO 80113",2023-05-12
597,USED,2022,FORD,MAVERICK,XLT,37800,Area 51,Navy Pier,All-wheel Drive,Gasoline,830,"1800 Lucent court Highlands Ranch, CO 80129",2023-05-12
598,USED,2023,FORD,MAVERICK,XLT,41890,Hot Pepper Red Metallic Tinted Clearcoat,Navy Pier,All-wheel Drive,Gasoline,3193,"400 W 104th Ave Northglenn, CO 80234",2023-05-12
599,USED,2023,FORD,MAVERICK,XLT,39990,Black,Navy Pier,All-wheel Drive,Gasoline,104,"400 W 104th Ave Northglenn, CO 80234",2023-05-12
600,USED,2022,FORD,MAVERICK,XLT,37990,Blue,Black Onyx,All-wheel Drive,Gasoline,20789,"400 W 104th Ave Northglenn, CO 80234",2023-05-12
601,USED,2023,FORD,MAVERICK,XLT,39990,Shadow,–,All-wheel Drive,Gasoline,4012,"400 W 104th Ave Northglenn, CO 80234",2023-05-12
602,USED,2022,FORD,MAVERICK,LARIAT,39488,Velocity Blue Metallic,Desert,All-wheel Drive,Gasoline,12050,"120 Laura Court Dacono, CO 80514",2023-05-12
603,USED,2023,FORD,MAVERICK,LARIAT,39999,Iconic Silver Metallic,Black Onyx,All-wheel Drive,Gasoline,1791,"2000 W 104th Ave Thornton, CO 80234",2023-05-12
604,USED,2023,FORD,MAVERICK,XLT,38080,Area 51,Navy Pier,All-wheel Drive,Gasoline,27,"2000 W 104th Ave Thornton, CO 80234",2023-05-12
605,USED,2023,FORD,MAVERICK,XL,35000,Blue,Black,All-wheel Drive,8-Speed A/T,49,"Alexander from Fort Collins, CO 80521",2023-05-12
606,USED,2022,FORD,MAVERICK,XL,32998,Blue,Gray,FWD,Gasoline,1331,"5500 Alameda Blvd Albuquerque, NM 87113",2023-05-12
607,USED,2022,FORD,MAVERICK,XLT,38393,Black,Navy Pier,All-wheel Drive,Gasoline,1773,"9951 Coors Blvd NW Albuquerque, NM 87114",2023-05-12
608,USED,2022,FORD,MAVERICK,XLT,36998,Blue,Black,All-wheel Drive,Gasoline,4552,"1300 Pendale Rd El Paso, TX 79936",2023-05-12
609,CERTIFIED,2022,FORD,MAVERICK,FOR,,CARBONIZED GREY METALLIC,NAVY PIER -MED SLATE TRIM,–,–,8626,"5815 Montana Ave El Paso, TX 79925",2023-05-12
610,USED,2022,FORD,MAVERICK,XLT,36010,Cactus Green / Gray,Black Onyx,All-wheel Drive,Gasoline,11177,"5550 N Desert Blvd El Paso, TX 79912",2023-05-12
611,USED,2022,FORD,MAVERICK,XL,34283,Velocity Blue Metallic,Black Onyx/Medium Dark Slate,All-wheel Drive,Gasoline,10322,"2175 Rasmussen Road Park City, UT 84098",2023-05-12
612,USED,2022,FORD,MAVERICK,XL,25500,Gray,Black Onyx,All-wheel Drive,Gasoline,25095,"986 N State St. Orem, UT 84057",2023-05-12
613,CERTIFIED,2022,FORD,MAVERICK,XL,36988,Iconic Silver Metallic,Black Onyx,All-wheel Drive,Gasoline,3165,"2900 N 19th Ave Bozeman, MT 59718",2023-05-12
614,USED,2023,FORD,MAVERICK,XLT,42988,Oxford White,Navy Pier,All-wheel Drive,Gasoline,369,"2900 N 19th Ave Bozeman, MT 59718",2023-05-12
615,USED,2023,FORD,MAVERICK,XLT,,Cactus Green / Gray,Black Onyx,All-wheel Drive,Gasoline,51,"2900 N 19th Ave Bozeman, MT 59718",2023-05-12
616,USED,2022,FORD,MAVERICK,LARIAT,42990,Oxford White,Desert,All-wheel Drive,Gasoline,3507,"8474 Huffine Lane Bozeman, MT 59718",2023-05-12
617,USED,2022,FORD,MAVERICK,XLT,27999,Charcoal,Black Onyx,All-wheel Drive,Gasoline,4575,"2865 State St Salt Lake City, UT 84115",2023-05-12
618,USED,2023,FORD,MAVERICK,XLT,35995,Gray,Gray,Front-wheel Drive,Hybrid,45,"4339 S State St Salt Lake City, UT 84107",2023-05-12
619,USED,2022,FORD,MAVERICK,LARIAT,38923,Chili Pepper Red,Desert,All-wheel Drive,Gasoline,11113,"1800 S Main St Bountiful, UT 84010",2023-05-12
620,USED,2022,FORD,MAVERICK,XLT,27995,Shadow Black,Navy Pier/Medium Slate,All-wheel Drive,Gasoline,10922,"4651 Digital Drive Lehi, UT 84043",2023-05-12
621,USED,2022,FORD,MAVERICK,XLT,35232,Cactus Green / Gray,Navy Pier,Front-wheel Drive,Hybrid,11118,"2375 S 625 W Woods Cross, UT 84010",2023-05-12
622,USED,2022,FORD,MAVERICK,XLT,31999,Gray,Black,All-wheel Drive,Gasoline,4029,"2021 N Redwood Rd Salt Lake City, UT 84116",2023-05-12
623,USED,2022,FORD,MAVERICK,XLT,35500,White,–,All-wheel Drive,Gasoline,10599,"3330 Wall Avenue Ogden, UT 84401",2023-05-12
624,USED,2022,FORD,MAVERICK,XL,35990,Oxford White,Black Onyx,All-wheel Drive,Gasoline,9351,"3950 W Hwy 77 Oracle, AZ 85623",2023-05-12
625,USED,2023,FORD,MAVERICK,XL,38990,Cactus Green / Gray,Black Onyx,All-wheel Drive,Gasoline,18,"3950 W Hwy 77 Oracle, AZ 85623",2023-05-12
626,USED,2023,FORD,MAVERICK,XLT,41900,Area 51,Black Onyx,All-wheel Drive,Gasoline,985,"890 W Main Street Rexburg, ID 83440",2023-05-12
627,USED,2022,FORD,MAVERICK,XLT,34494,Black,–,All-wheel Drive,Gasoline,15744,"1050 N Woodruff Ave Idaho Falls, ID 83401",2023-05-12
628,USED,2022,FORD,MAVERICK,SUPERC,,Gray,–,Front-wheel Drive,Hybrid,16758,"1855 Flandro Dr Pocatello, ID 83202",2023-05-12
629,USED,2022,FORD,MAVERICK,LARIAT,41963,Alto Blue Metallic Tinted Clearcoat,Desert,All-wheel Drive,Gasoline,11871,"1429 E Motorplex Loop Gilbert, AZ 85297",2023-05-12
630,USED,2023,FORD,MAVERICK,XL,45999,Blue,Blue,Front-wheel Drive,8-Speed A/T,189,"Jerri from Scottsdale, AZ 85266",2023-05-12
631,CERTIFIED,2022,FORD,MAVERICK,LARIAT,38812,Gray Metallic,Desert,All-wheel Drive,Gasoline,20997,"8555 E Frank Lloyd Wright Blvd Scottsdale, AZ 85260",2023-05-12
632,USED,2023,FORD,MAVERICK,XLT,42999,Charcoal,Navy Pier,All-wheel Drive,Gasoline,542,"360 S. Smith Road Tempe, AZ 85281",2023-05-12
633,USED,2022,FORD,MAVERICK,XLT,36601,Blue,Navy Pier/Medium Slate,Front-wheel Drive,Gasoline,16171,"7780 S. Autoplex Loop Tempe, AZ 85284",2023-05-12
634,CERTIFIED,2022,FORD,MAVERICK,XLT,37888,Area 51,Navy Pier,All-wheel Drive,Gasoline,4142,"6400 N 51st Ave Glendale, AZ 85301",2023-05-12
635,CERTIFIED,2022,FORD,MAVERICK,XLT,33888,Shadow Black,Navy Pier,Front-wheel Drive,Gasoline,18852,"6400 N 51st Ave Glendale, AZ 85301",2023-05-12
636,USED,2023,FORD,MAVERICK,XL,38888,Oxford White,Black Onyx,All-wheel Drive,Gasoline,121,"9130 W Bell Rd Peoria, AZ 85382",2023-05-12
637,USED,2022,FORD,MAVERICK,LARIAT,38999,Cactus,Desert,All-wheel Drive,Gasoline,8000,"1096 E Main St Burley, ID 83318",2023-05-12
638,USED,2022,FORD,MAVERICK,FOR,,Black,–,Front-wheel Drive,Gasoline,13133,"2640 E Andy Devine Ave Kingman, AZ 86401",2023-05-12
639,USED,2022,FORD,MAVERICK,FOR,,Blue,–,Front-wheel Drive,Gasoline,16044,"3800 Stockton Hill Road Kingman, AZ 86409",2023-05-12
640,USED,2022,FORD,MAVERICK,XLT,32988,Shadow Black,Navy Pier,All-wheel Drive,Gasoline,722,"7740 Eastgate Rd Henderson, NV 89011",2023-05-12
641,USED,2022,FORD,MAVERICK,LARIAT,41995,Blue,Desert,Front-wheel Drive,Hybrid,4328,"933 Auto Show Dr Henderson, NV 89014",2023-05-12
642,USED,2023,FORD,MAVERICK,LARIAT,43844,Atlas Blue Metallic,Desert,All-wheel Drive,Gasoline,1195,"933 Auto Show Dr Henderson, NV 89014",2023-05-12
643,CERTIFIED,2022,FORD,MAVERICK,LARIAT,40595,Carbonized Gray Metallic,Desert,All-wheel Drive,Gasoline,9343,"280 N Gibson Rd Henderson, NV 89014",2023-05-12
644,USED,2022,FORD,MAVERICK,LARIAT,41998,Gray,Brown,All-wheel Drive,Gasoline,962,"4900 N Rancho Dr Las Vegas, NV 89130",2023-05-12
645,USED,2022,FORD,MAVERICK,XLT,37430,Velocity Blue Metallic,Navy Pier,All-wheel Drive,Gasoline,3689,"5800 W Sahara Ave Las Vegas, NV 89146",2023-05-12
646,CERTIFIED,2022,FORD,MAVERICK,XL,,ICONIC SILVER METALLIC,BLACK ONYX-MED DK SLATE TRI,–,–,15785,"5445 Drexel Road Las Vegas, NV 89130",2023-05-12
647,USED,2022,FORD,MAVERICK,XLT,33591,Cactus,Navy Pier,All-wheel Drive,Gasoline,12388,"6300 W Sahara Ave Las Vegas, NV 89146",2023-05-12
648,CERTIFIED,2022,FORD,MAVERICK,LARIAT,38995,ALTO BLUE METALLIC TC,DESERT BROWN TRIM,–,–,22834,"8853 W Fairview Ave Boise, ID 83704",2023-05-12
649,USED,2023,FORD,MAVERICK,XLT,36998,Blue,Gray,All-wheel Drive,Gasoline,8497,"4043 E ELDEN GRAY ST MERIDIAN, ID 83642",2023-05-12
650,USED,2022,FORD,MAVERICK,LARIAT,38489,Cactus Gray,–,Front-wheel Drive,Hybrid,16644,"5707 E Gate Blvd Nampa, ID 83687",2023-05-12
651,USED,2022,FORD,MAVERICK,XLT,30600,Blue,Navy Pier,All-wheel Drive,Gasoline,7526,"1349 N Beck Rd Post Falls, ID 83854",2023-05-12
652,CERTIFIED,2022,FORD,MAVERICK,6N,40875,ALTO BLUE METALLIC TC,DESERT BROWN TRIM,–,–,18525,"78990 Varner Rd Indio, CA 92203",2023-05-12
653,CERTIFIED,2022,FORD,MAVERICK,XLT,39975,OXFORD WHITE,NAVY PIER -MED SLATE TRIM,–,–,15909,"78990 Varner Rd Indio, CA 92203",2023-05-12
654,CERTIFIED,2022,FORD,MAVERICK,XLT,43950,VELOCITY BLUE METALLIC,NAVY PIER -MED SLATE TRIM,–,–,12884,"78990 Varner Rd Indio, CA 92203",2023-05-12
655,USED,2022,FORD,MAVERICK,XL,34000,Velocity Blue Metallic,Black Onyx/Medium Dark Slate,Front-wheel Drive,Gasoline,1112,"57909 Twentynine Palms Highway Yucca Valley, CA 92284",2023-05-12
656,USED,2023,FORD,MAVERICK,XLT,31999,Gray,Gray,Front-wheel Drive,8-Speed A/T,2750,"Salvador  from Murrieta, CA 92563",2023-05-12
657,USED,2023,FORD,MAVERICK,LARIAT,39998,Gray,Brown,AWD,Gasoline,560,"25560 Madison Ave Murrieta, CA 92562",2023-05-12
658,USED,2022,FORD,MAVERICK,XL,33998,Gray,Black,Front-wheel Drive,Hybrid,7187,"830 Dan Way Escondido, CA 92025",2023-05-12
659,USED,2022,FORD,MAVERICK,XLT,31495,Blue,Blue,Front-wheel Drive,CVT Transmission,24579,"VICTOR from Chula Vista, CA 91915",2023-05-12
660,USED,2022,FORD,MAVERICK,XL,34888,Oxford White,Black Onyx,Front-wheel Drive,Hybrid,9345,"1695 Auto Park Way Escondido, CA 92029",2023-05-12
661,USED,2022,FORD,MAVERICK,XLT,37495,Cactus,Navy Pier,Front-wheel Drive,Hybrid,2790,"16416 Valley Blvd Fontana, CA 92335",2023-05-12
662,USED,2022,FORD,MAVERICK,XLT,35995,Gray,Black Onyx,All-wheel Drive,Gasoline,2595,"16416 Valley Blvd Fontana, CA 92335",2023-05-12
663,USED,2022,FORD,MAVERICK,XLT,37495,Shadow Black,Navy Pier,Front-wheel Drive,Hybrid,4351,"16416 Valley Blvd Fontana, CA 92335",2023-05-12
664,USED,2023,FORD,MAVERICK,XLT,38895,Gray,Navy Pier,Front-wheel Drive,Hybrid,45,"16416 Valley Blvd Fontana, CA 92335",2023-05-12
665,USED,2023,FORD,MAVERICK,XLT,36998,Blue,Gray,Front-wheel Drive,Gasoline,611,"7766 Balboa Ave San Diego, CA 92111",2023-05-12
666,USED,2022,FORD,MAVERICK,LARIAT,44998,White,Brown,FWD,Hybrid,10689,"3853 Plaza Drive Oceanside, CA 92056",2023-05-12
667,USED,2022,FORD,MAVERICK,XL,32295,Velocity Blue Metallic,Black Onyx,All-wheel Drive,Gasoline,38260,"1350 S Woodruff Way Ontario, CA 91761",2023-05-12
668,USED,2023,FORD,MAVERICK,XL,36234,Area 51,Black Onyx,Front-wheel Drive,Hybrid,5502,"1350 S Woodruff Way Ontario, CA 91761",2023-05-12
669,USED,2022,FORD,MAVERICK,XLT,35998,Blue,Gray,All-wheel Drive,Gasoline,5067,"4100 East Inland Empire Blvd Ontario, CA 91764",2023-05-12
670,USED,2023,FORD,MAVERICK,XL,38977,Area 51,Gray,Front-wheel Drive,Hybrid,359,"4555 Mission Bay Dr San Diego, CA 92109",2023-05-12
671,USED,2023,FORD,MAVERICK,LARIAT,44777,Silver,Desert,Front-wheel Drive,Hybrid,106,"4555 Mission Bay Dr San Diego, CA 92109",2023-05-12
672,CERTIFIED,2022,FORD,MAVERICK,XL,31785,CACTUS GREY,BLACK ONYX-MED DK SLATE TRI,–,–,9676,"5555 Paseo del Norte Carlsbad, CA 92008",2023-05-12
673,CERTIFIED,2022,FORD,MAVERICK,XLT,35632,ALTO BLUE METALLIC TC,NAVY PIER -MED SLATE TRIM,–,–,27427,"5555 Paseo del Norte Carlsbad, CA 92008",2023-05-12
674,USED,2023,FORD,MAVERICK,LARIAT,45791,Gray,Black Onyx,All-wheel Drive,Gasoline,1523,"1983 Hamner Avenue Norco, CA 92860",2023-05-12
675,USED,2022,FORD,MAVERICK,LARIAT,39777,Oxford White,Desert,Front-wheel Drive,Hybrid,3732,"10477 Central Ave. Montclair, CA 91763",2023-05-12
676,USED,2022,FORD,MAVERICK,XLT,34798,Hot Pepper Red Tinted Clearcoat,Navy Pier,Front-wheel Drive,Gasoline,7065,"10477 Central Ave. Montclair, CA 91763",2023-05-12
677,USED,2022,FORD,MAVERICK,XLT,36500,Silver,Navy Pier,Front-wheel Drive,Hybrid,10905,"10477 Central Ave. Montclair, CA 91763",2023-05-12
678,USED,2023,FORD,MAVERICK,FOR,,White,–,Front-wheel Drive,Hybrid,53,"10477 Central Ave. Montclair, CA 91763",2023-05-12
679,USED,2022,FORD,MAVERICK,XLT,36998,Gray,Gray,All-wheel Drive,Gasoline,792,"9501 Research Dr Irvine, CA 92618",2023-05-12
680,USED,2023,FORD,MAVERICK,XL,35998,Black,Black,FWD,Hybrid,59,"9501 Research Dr Irvine, CA 92618",2023-05-12
681,USED,2023,FORD,MAVERICK,LARIAT,42901,Hot Pepper Red Metallic Tinted Clearcoat,Desert,Front-wheel Drive,Hybrid,1570,"2550 N Tustin St Orange, CA 92865",2023-05-12
682,USED,2023,FORD,MAVERICK,XLT,38741,Shadow Black,Black Onyx,Front-wheel Drive,Hybrid,3436,"17340 Gale Avenue City of Industry, CA 91748",2023-05-12
683,USED,2023,FORD,MAVERICK,XLT,38861,Carbonized Gray Metallic,Navy Pier,Front-wheel Drive,Hybrid,1083,"17340 Gale Avenue City of Industry, CA 91748",2023-05-12
684,USED,2023,FORD,MAVERICK,XLT,38981,Cactus Green / Gray,Navy Pier,Front-wheel Drive,Hybrid,1265,"17340 Gale Avenue City of Industry, CA 91748",2023-05-12
685,USED,2022,FORD,MAVERICK,XL,31998,Black,Black,Front-wheel Drive,Hybrid,13102,"405 W. Technology Dr Palmdale, CA 93551",2023-05-12
686,USED,2022,FORD,MAVERICK,LARIAT,38998,Blue,Brown,Front-wheel Drive,Gasoline,12792,"3200 Harbor Blvd Costa Mesa, CA 92626",2023-05-12
687,USED,2023,FORD,MAVERICK,XLT,38998,Gray,Gray,Front-wheel Drive,Hybrid,10155,"3200 Harbor Blvd Costa Mesa, CA 92626",2023-05-12
688,CERTIFIED,2022,FORD,MAVERICK,XLT,34250,CACTUS GREY,NAVY PIER -MED SLATE TRIM,–,–,18494,"6211 Beach Blvd Buena Park, CA 90621",2023-05-12
689,USED,2022,FORD,MAVERICK,XLT,35988,Carbonized Gray Metallic,Navy Pier,Front-wheel Drive,Gasoline,3461,"2747 Via Campo Montebello, CA 90640",2023-05-12
690,USED,2022,FORD,MAVERICK,LARIAT,39988,White,Brown,All-wheel Drive,Gasoline,1222,"2747 Via Campo Montebello, CA 90640",2023-05-12
691,USED,2022,FORD,MAVERICK,XL,32000,Blue,Gray,Front-wheel Drive,CVT Transmission,8000,"Heath from Moses Lake, WA 98837",2023-05-12
692,USED,2023,FORD,MAVERICK,FOR,,Gray,Black Onyx,Front-wheel Drive,Hybrid,239,"7550 Firestone Blvd Downey, CA 90241",2023-05-12
693,USED,2023,FORD,MAVERICK,XLT,34500,White,Gray,Front-wheel Drive,A/T,500,"Vince from Glendale, CA 91203",2023-05-12
694,USED,2023,FORD,MAVERICK,XLT,38799,Cactus Green / Gray,Navy Pier,Front-wheel Drive,Hybrid,95,"1929 South Figueroa Street Los Angeles, CA 90007",2023-05-12
695,USED,2023,FORD,MAVERICK,XL,36988,Cactus Green / Gray,Black Onyx,Front-wheel Drive,Hybrid,2077,"1929 South Figueroa Street Los Angeles, CA 90007",2023-05-12
696,USED,2023,FORD,MAVERICK,XL,34500,Blue,Gray,Front-wheel Drive,8-Speed A/T,390,"Craig from Santa Clarita, CA 91350",2023-05-12
697,CERTIFIED,2022,FORD,MAVERICK,XL,37695,Iconic Silver Metallic,Black Onyx,Front-wheel Drive,Gasoline,6268,"15445 Roscoe Blvd North Hills, CA 91343",2023-05-12
698,USED,2023,FORD,MAVERICK,XLT,41000,Hot Pepper Red Metallic Tinted Clearcoat,Navy Pier,Front-wheel Drive,Hybrid,157,"15445 Roscoe Blvd North Hills, CA 91343",2023-05-12
699,CERTIFIED,2022,FORD,MAVERICK,XLT,38195,Area 51,Navy Pier,Front-wheel Drive,Gasoline,21340,"15445 Roscoe Blvd North Hills, CA 91343",2023-05-12
700,USED,2023,FORD,MAVERICK,XL,40690,Atlas Blue Metallic,Black Onyx,All-wheel Drive,Gasoline,59,"15445 Roscoe Blvd North Hills, CA 91343",2023-05-12
701,USED,2023,FORD,MAVERICK,XL,40690,Atlas Blue Metallic,Black Onyx,All-wheel Drive,Gasoline,51,"15445 Roscoe Blvd North Hills, CA 91343",2023-05-12
702,USED,2023,FORD,MAVERICK,XLT,42000,Area 51,Navy Pier,Front-wheel Drive,Hybrid,67,"15445 Roscoe Blvd North Hills, CA 91343",2023-05-12
703,USED,2022,FORD,MAVERICK,XLT,34500,Area 51,Navy Pier,Front-wheel Drive,Gasoline,35415,"16161 Raymer St Van Nuys, CA 91406",2023-05-12
704,USED,2023,FORD,MAVERICK,XLT,38991,Shadow Black,Navy Pier,Front-wheel Drive,Hybrid,5811,"23920 Creekside Rd Santa Clarita, CA 91355",2023-05-12
705,USED,2023,FORD,MAVERICK,XLT,41989,Carbonized Gray Metallic,Navy Pier,All-wheel Drive,Gasoline,1333,"3600 Kietzke Ln Reno, NV 89502",2023-05-12
706,CERTIFIED,2022,FORD,MAVERICK,SUPERC,34320,SHADOW BLACK,BLACK ONYX-MED DK SLATE TRI,–,–,11558,"2001 Oak St Bakersfield, CA 93301",2023-05-12
707,USED,2022,FORD,MAVERICK,LARIAT,40998,Blue,Brown,Front-wheel Drive,Gasoline,8957,"6801 Colony St Bakersfield, CA 93307",2023-05-12
708,CERTIFIED,2022,FORD,MAVERICK,XLT,42951,Orange,Navy Pier,Front-wheel Drive,Hybrid,8042,"920 W Shaw Ave Clovis, CA 93612",2023-05-12
709,USED,2023,FORD,MAVERICK,XL,34998,Blue,Black,FWD,Gasoline,356,"2001 Lockwood St Oxnard, CA 93036",2023-05-12
710,USED,2023,FORD,MAVERICK,LARIAT,38991,Gray,–,All-wheel Drive,Gasoline,336,"12755 Folsom Blvd Folsom, CA 95630",2023-05-12
711,USED,2023,FORD,MAVERICK,XL,38761,Black,–,Front-wheel Drive,Hybrid,484,"12755 Folsom Blvd Folsom, CA 95630",2023-05-12
712,CERTIFIED,2022,FORD,MAVERICK,XLT,38106,Gray,–,All-wheel Drive,Gasoline,10141,"12755 Folsom Blvd Folsom, CA 95630",2023-05-12
713,USED,2023,FORD,MAVERICK,XLT,39233,Gray,–,Front-wheel Drive,Hybrid,13,"12755 Folsom Blvd Folsom, CA 95630",2023-05-12
714,USED,2023,FORD,MAVERICK,XLT,39999,Shadow Black,Navy Pier,FWD,Hybrid,109,"700 Automall Drive Roseville, CA 95661",2023-05-12
715,CERTIFIED,2022,FORD,MAVERICK,XL,33865,Iconic Silver Metallic,Black Onyx,All-wheel Drive,Gasoline,11890,"2401 Oakwood St Paso Robles, CA 93446",2023-05-12
